file,label,dist_centroid,valence,arousal,familiarity,title,composer,film,year,genre,director
whiplashoverturejustinhurwitzsample1mp3.mp3,0,1.6366608743960556,0.70348,0.39981,familiar-feeling-not-familiar,Overture,Justin Hurwitz,Whiplash,2014.0,Drama Music,Damien Chazelle
sparkleyournameradwimpssample1mp3.mp3,0,1.7195226275091842,0.395,0.315,never-heard-this,Sparkle,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai
sikilizakwawahengamichaelabelsgetoutsample1mp3.mp3,0,1.7586509689006296,0.22932,-0.22099,never-heard-this,Sikiliza Kwa Wahenga,Michael Abels,Get Out,2017.0,Horror Mystery Thriller,Jordan Peele
lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample2mp3.mp3,0,1.789022662256904,0.53818,0.44922000000000006,not-sure,La Musique du Futur - Mon Coeur,"Jean-Baptiste de Laubier, Para One, Céline Sciamma",Petite Maman,2021.0,Drama Fantasy,Céline Sciamma
startawarthenationalwarriorsample1mp3.mp3,0,1.798549988215372,-0.28766,0.26672,familiar-feeling-not-familiar,Start A War,The National/Matthew Berninger/Aaron Dessner,Warrior,2011.0,Action Drama Sport,Gavin O'Connor
trentreznorandatticusrosspursuitterrysworldsoulsample1mp3.mp3,0,1.8098179833356696,0.68723,0.565545,not-sure,Pursuit/Terry's World,"Trent Reznor, Atticus Ross",Soul,2020.0,Animation Adventure Comedy,"Pete Docter, Kemp Powers"
themazepatrickdoyleharrypotterandthegobletoffiresample2mp3.mp3,0,1.8559118515794446,0.61875,0.48,familiar,The Maze,Patrick Doyle,Harry Potter and the Goblet of Fire,2005.0,Adventure Family Fantasy,Mike Newell
oppenheimercanyouhearthemusicludwiggoranssonsample2mp3.mp3,0,1.8785177316428219,0.65949,0.63078,familiar,Can You Hear The Music,Ludwig Göransson,Oppenheimer,2023.0,Biography Drama History,Christopher Nolan
daydreambelieverthemonkeeswomentalkingsample1mp3.mp3,0,1.8849551428388462,0.18102000000000001,0.43289,familiar-feeling-not-familiar,Daydream Believer,"The Monkees, John Stewart",Women Talking,2022.0,Drama,Sarah Polley
lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3,0,1.8957266947765237,0.76297,0.2393,familiar-feeling-not-familiar,La Musique du Futur - Mon Coeur,"Jean-Baptiste de Laubier, Para One, Céline Sciamma",Petite Maman,2021.0,Drama Fantasy,Céline Sciamma
themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3,0,1.9184892766757415,0.81898,0.01,not-sure,The Maze,Patrick Doyle,Harry Potter and the Goblet of Fire,2005.0,Adventure Family Fantasy,Mike Newell
djangounchainedluisbacalovdjangosample1mp3.mp3,0,1.9769202735091223,0.53381,0.54981,familiar,Django,Luis Bacalov/ Rocky Roberts,Django Unchained,2012.0,Drama Western,Quentin Tarantino
thefourseasonssummeringminorrv315iiiprestoantoniovivaldiportraitofaladyonfiresample1mp3.mp3,0,1.9777330266782485,0.55594,0.41805,familiar-feeling-not-familiar,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,Portrait of a Lady on Fire,2019.0,Drama Romance,Céline Sciamma
startawarthenationalwarriorsample2mp3.mp3,0,1.9915925948453947,0.05031,0.05755,never-heard-this,Start A War,The National/Matthew Berninger/Aaron Dessner,Warrior,2011.0,Action Drama Sport,Gavin O'Connor
callingthewhipperinjonnygreenwoodspencersample1mp3.mp3,0,1.9999524870825103,0.25675,-0.69019,never-heard-this,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín
theworstpersonintheworldharrynilssonisaidgoodbyetomesample1mp3.mp3,0,2.016648576599402,0.405,-0.23875,familiar-feeling-not-familiar,I Said Goodbye To Me,Harry Nilsson,The Worst Person In The World,2021.0,"Comedy, Drama, Romance",Joachim Trier
ludwiggoranssontchallablackpantherwakandaforeversample2mp3.mp3,0,2.029460478456704,0.54445,0.28715,familiar,T'Challa,Ludwig Göransson,Black Panther: Wakanda Forever,2018.0,Action Adventure Sci-Fi,Ryan Coogler
thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3,0,2.0396993983065004,0.17352,0.05453000000000001,familiar-feeling-not-familiar,The Wings,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee
arrivaljonnygreenwoodspencersample1mp3.mp3,0,2.048725142614434,0.00199,-0.18,never-heard-this,Arrival,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín
alansilvestriinfinitywarfromavengerssample1mp3.mp3,0,2.0682951623738455,0.40014000000000005,-0.184065,familiar-feeling-not-familiar,Infinity War,Alan Silvestri,Avengers: Infinity War,2018.0,Action Adventure Sci-Fi,"Anthony Russo, Joe Russo"
pasdedeuxmichaelabelsussample1mp3.mp3,0,2.0945840242604317,0.42969,0.0,never-heard-this,Pas De Deux,Michael Abels,Us,2019.0,Horror Mystery Thriller,Jordan Peele
whiplashhanklevysample1mp3.mp3,0,2.098060384918517,0.67449,0.73875,familiar-feeling-not-familiar,Whiplash,Hank Levy,Whiplash,2014.0,Drama Music,Damien Chazelle
blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3.mp3,0,2.1363025157969355,0.15482500000000005,-0.025419999999999998,never-heard-this,What's Up Danger,Blackway & Black Caviar / Jared Piccone,Spider-Man: Into the Spider-Verse,2018.0,Animation Action Adventure,"Bob Persichetti, Peter Ramsey, Rodney Rothman"
youandwhosearmyradioheadincendiessample1mp3.mp3,0,2.143956473756742,0.557365,-0.42211,familiar,You and Whose Army?,Radiohead,Incendies,2010.0,Drama Mystery,Denis Villeneuve
callingthewhipperinjonnygreenwoodspencersample2mp3.mp3,0,2.1548239597476244,0.54198,-0.47797,never-heard-this,Calling The Whipper In,Jonny Greenwood,Spencer,2021.0,Biography Drama,Pablo Larraín
robotscapturehumansmarkmothersbaughthemitchellsvsthemachinessample2mp3.mp3,0,2.165497428372921,0.1525,-0.4,familiar,Robots Capture Humans,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe"
sparksleoscaraxronmaelrusselmaelshesoutofthisworldannettesample1mp3.mp3,0,2.1697404359958177,0.63445,-0.005940000000000001,never-heard-this,She's Out Of This World!,"Sparks, Leos Carax, Ron Mael, Russel Mael, Adam Driver, Marion Cotillard",Annette,2021.0,Drama Musical Romance,Leos Carax
acrosstheoceanthomasnewmanelementalsample1mp3.mp3,0,2.1755310881896452,0.37198,0.53083,familiar-feeling-not-familiar,Across The Ocean,Thomas Newman,Elemental,2023.0,Animation Adventure Comedy,Peter Sohn
allquietonthewesternfrontremainsvolkerbertelmannsample2mp3.mp3,0,2.2376600103462447,0.71898,0.0022699999999999942,familiar-feeling-not-familiar,Remains,Volker Bertelmann,All Quiet on the Western Front,2022.0,Action Drama War,Edward Berger
dustmybroomelmorejamesthewolfofwallstreetsample2mp3.mp3,0,2.254476216588876,0.20886499999999997,0.200155,familiar,Dust My Broom,Elmore James,The Wolf Of Wall Street,2013.0,Biography Comedy Crime,Martin Scorsese
arrivalheptapodbjohannjohannssonsample1mp3.mp3,0,2.2592735685691734,0.19344,0.245,never-heard-this,Heptapod B,Jóhann Jóhannsson,Arrival,2016.0,Drama Mystery Sci-Fi,Denis Villeneuve
sikilizakwawahengamichaelabelsgetoutsample2mp3.mp3,0,2.2608826109009246,0.26797000000000004,-0.46297,never-heard-this,Sikiliza Kwa Wahenga,Michael Abels,Get Out,2017.0,Horror Mystery Thriller,Jordan Peele
summermontagemadelinelalalandjustinhurwitzsample2mp3.mp3,0,2.2700835152939662,0.83225,0.73305,never-heard-this,Summer Montage / Madeline,Justin Hurwitz,La La Land,2016.0,Comedy Drama Music,Damien Chazelle
inmotiontrentreznorandatticusrossthesocialnetworksample2mp3.mp3,0,2.2980941528141243,0.5586450000000001,-0.016670000000000004,not-sure,In Motion,"Trent Reznor, Atticus Ross",The Social Network,2010.0,Biography Drama,David Fincher
brothersinarmsmadmaxfuryroadjunkiexlsample1mp3.mp3,0,2.3007345944557382,0.51121,-0.07566,familiar,Brothers In Arms,Tom Holkenborg - Junkie XL,Mad Max: Fury Road,2015.0,Action Adventure Sci-Fi,George Miller
sparksleoscaraxronmaelrusselmaelshesoutofthisworldannettesample2mp3.mp3,0,2.343123356730704,0.61031,0.8198099999999999,definitely-familiar,She's Out Of This World!,"Sparks, Leos Carax, Ron Mael, Russel Mael, Adam Driver, Marion Cotillard",Annette,2021.0,Drama Musical Romance,Leos Carax
marcobeltramibucksanderslemans66fordvferrarisample2mp3.mp3,0,2.3859267851940444,0.25302,0.386155,familiar-feeling-not-familiar,Le Mans 66,Marco Beltrami/Buck Sanders,Ford v Ferrari,2019.0,Action Biography Drama,James Mangold
duneripplesinthesandhanszimmersample2mp3.mp3,0,2.4024463304467196,0.45297,0.636875,familiar,Ripples In The Sand,Hans Zimmer,Dune,2021.0,Action Adventure Drama,Denis Villeneuve
drivemycartheimportantthingistoworkeikoishibashisample1mp3.mp3,0,2.408521349720539,0.01848,0.60004,familiar-feeling-not-familiar,Drive My Car,Eiko Ishibashi,Drive my Car,2021.0,Drama,Ryûsuke Hamaguchi
shivathemebrahmastrapritamsample1mp3.mp3,0,2.4101874222395274,0.84648,0.27555,familiar,Sheva Theme,Pritam Chakraborty,Brahmastra Part One: Shiva,2022.0,Action Adventure Fantasy,Ayan Mukerji
allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,0,2.410803585091165,0.06479499999999999,-0.214165,never-heard-this,Remains,Volker Bertelmann,All Quiet on the Western Front,2022.0,Action Drama War,Edward Berger
robrobincauderthauntedpianomaniacsample2mp3.mp3,0,2.419093487144755,0.22398,0.18102,never-heard-this,Haunted Piano,"Rob, Robin Caudert",Maniac,2012.0,Horror Thriller,Franck Khalfoun
arrivalheptapodbjohannjohannssonsample2mp3.mp3,0,2.458867287145339,0.66266,0.63901,never-heard-this,Heptapod B,Jóhann Jóhannsson,Arrival,2016.0,Drama Mystery Sci-Fi,Denis Villeneuve
yolatengoillbearoundyolatengogeorgiahubleyirakaplanjamesmcnewboyhoodsample2mp3.mp3,0,2.4760481745886063,-0.73849,0.54672,familiar-feeling-not-familiar,I'll Be Around,"Yo La Tengo, Georgia Hubley, Ira Kaplan, James McNew",Boyhood,2014.0,Drama,Richard Linklater
kyleeastwoodgrantorinofeathughcoltmancrdownloadsample1mp3.mp3,0,2.5148915665931164,0.30898,0.47,not-sure,Gran Torino,Kyle Eastwood/Michael Stevens/Clint Eastwood/Jamie Cullum,Gran Torino,2008.0,Drama,Clint Eastwood
theworstpersonintheworldharrynilssonisaidgoodbyetomesample2mp3.mp3,0,2.5328961398031824,0.17925,0.18125,never-heard-this,I Said Goodbye To Me,Harry Nilsson,The Worst Person In The World,2021.0,"Comedy, Drama, Romance",Joachim Trier
hopejamesnewtonhowardahiddenlifesample2mp3.mp3,0,2.587106762202952,-0.7445,-0.375,familiar-feeling-not-familiar,Hope,James Newton Howard,A Hidden Life,2019.0,Biography Drama Romance,Terrence Malick
annakareninatoolatedariomarianellisample2mp3.mp3,0,2.6084435716198806,0.0,0.0,not-sure,Too Late,Dario Marianelli,Anna Karenina,2012.0,Drama Romance,Joe Wright
lostbutwonhanszimmerrushsample1mp3.mp3,0,2.6425334051443365,0.92225,0.46625,never-heard-this,Lost but Won,Hans Zimmer,Rush,2013.0,Action Biography Drama,Ron Howard
katieslifegoodcopdogcopmarkmothersbaughthemitchellsvsthemachinessample2mp3.mp3,0,2.6477726040325007,0.35453,-0.17344,familiar,Katie's Life/Good Cop Dog Cop,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe"
leobirenbergbottomsendcreditssample2mp3.mp3,0,2.6555063636667176,0.48344,-0.0175,never-heard-this,End Credits,Leo Birenberg,Bottoms,2023.0,Comedy,Emma Seligman
imwithyoutotheendstevenpricelastnightinsohosample2mp3.mp3,0,2.656106564023777,0.19771499999999997,-0.52945,never-heard-this,I'm With You To The End,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright
hungryspiritcornelwilczekthomaserouchtalktomesample2mp3.mp3,0,2.6587783258892315,0.543445,-0.55002,familiar,Hungry Spirit,"Cornel Wilczek, Thomas E Rouch",Talk To Me,2022.0,Horror Thriller,"Danny Philippou, Michael Philippou"
katieslifegoodcopdogcopmarkmothersbaughthemitchellsvsthemachinessample1mp3.mp3,0,2.670953996192086,0.54381,0.17481,never-heard-this,Katie's Life/Good Cop Dog Cop,Mark Mothersbaugh,The Mitchells vs the Machines,2021.0,Animation Adventure Comedy,"Michael Rianda, Jeff Rowe"
jimcrowthehelpthomasnewmansample1mp3.mp3,0,2.6825944057863773,0.81901,0.4925,familiar-feeling-not-familiar,Jim Crow,Thomas Newman,The Help,2011.0,Drama,Tate Taylor
singaporehanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,0,2.6868903009889955,-0.45225,0.09,familiar-feeling-not-familiar,Singapore,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski
jimcrowthehelpthomasnewmansample2mp3.mp3,0,2.718735912471551,0.0012100000000000166,-0.09385,never-heard-this,Jim Crow,Thomas Newman,The Help,2011.0,Drama,Tate Taylor
thebatmanmichaelgiacchinosample2mp3.mp3,0,2.73148942005458,-0.13219,0.08687999999999999,familiar-feeling-not-familiar,The Batman,Michael Giacchino,The Batman,2022.0,Action Crime Drama,Matt Reeves
lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3,0,2.7824847071637007,0.28898,-0.5375,never-heard-this,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
whatalifescarletpleasureanotherroundsample1mp3.mp3,0,2.7845654379647193,0.37766,0.05901,never-heard-this,What A Life,"Scarlet Pleasure, Alexander Lørup Malone, Emil Goll, Joachim Dencker",Another Round,2020.0,"Comedy, Drama",Thomas Vinterberg
whysoserioushanszimmerthedarkknightsample1mp3.mp3,0,2.7942450215453234,0.02225,0.0045,never-heard-this,Why so serious?,Hans Zimmer,The Dark Knight,2008.0,Action Crime Drama,Christopher Nolan
jupitersclaimmichaelabelsnopesample1mp3.mp3,0,2.8139183048352603,0.81488,0.81481,familiar-feeling-not-familiar,Jupiter's Claim,Michael Abels,Nope,2022.0,Horror Mystery Sci-Fi,Jordan Peele
jupitersclaimmichaelabelsnopesample2mp3.mp3,0,2.8434455266225216,0.4275,0.66625,not-sure,Jupiter's Claim,Michael Abels,Nope,2022.0,Horror Mystery Sci-Fi,Jordan Peele
beyondtheblackrainbowsinoiacavesforeverdilatingeyesample2mp3.mp3,0,2.8493281771995638,0.35898,0.0968,familiar-feeling-not-familiar,Forever Dialating Eye,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos
7horsemethlabzosostickerthewolfofwallstreetsample2mp3.mp3,0,2.8830833229767037,0.56996,0.027499999999999997,familiar-feeling-not-familiar,Meth Lab Zoso Sticker,Joie Calio / Phil Leavitt / 7Horse,The Wolf Of Wall Street,2013.0,Biography Comedy Crime,Martin Scorsese
hanszimmertimeinceptionsample2mp3.mp3,0,2.90972415055174,0.15475,-0.18519,familiar-feeling-not-familiar,Time,Hans Zimmer,Inception,2010.0,Action Adventure Sci-Fi,Christopher Nolan
thehungryghostaaroncupplesislandofthehungryghostssample2mp3.mp3,0,2.915481981404095,0.54236,-0.74476,never-heard-this,The Hungry Ghost,Aaron Cupples,Island of the Hungry Ghosts,2018.0,Documentary,Gabrielle Brady
drivemycartheimportantthingistoworkeikoishibashisample2mp3.mp3,0,2.9682012972835037,0.51297,0.1193,not-sure,Drive My Car,Eiko Ishibashi,Drive my Car,2021.0,Drama,Ryûsuke Hamaguchi
almosthumanantoniosanchezbirdmansample2mp3.mp3,0,3.0716568734730316,0.68445,0.27555,not-sure,Almost Human,Antonio Sánchez,Birdman,2014.0,Comedy Drama,Alejandro G. Iñárritu
parallelmotherssesiondefotosalbertoiglesiasmadresparalelassample1mp3.mp3,0,3.2127680963639724,0.23148000000000002,-0.246875,never-heard-this,Sesión de fotos,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
parallelmotherssesiondefotosalbertoiglesiasmadresparalelassample2mp3.mp3,0,3.300013790056823,0.63348,4e-05,never-heard-this,Sesión de fotos,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
leonardbernsteinthedanceatthegymmambowestsidestoryleonardbersteindavidnewmanmattsullivanjeaninetesorisample1mp3.mp3,0,3.501406864747177,0.68848,0.80801,never-heard-this,The Dance At The Gym: Mambo,"Leonard Berstein, David Newman, Matt Sullivan, Jeanine Tesori",West Side Story,2021.0,Crime Drama Musical,Steven Spielberg
pawelmykietynthebeginningeosample1mp3.mp3,0,3.526534735118591,0.0,0.14078,not-sure,The Beginning,Pawel Mykietyn,EO,2022.0,Drama,Jerzy Skolimowski
polegnalaetodoratheensembleofthebulgarianrepublicthebansheesofinisherinsample1mp3.mp3,0,3.6503657251928647,0.15098,0.17551,familiar-feeling-not-familiar,Polegnala E Todora,The Ensemble of the Bulgarian Republic,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh
detachhanszimmerinterstellarsample2mp3.mp3,0,3.711666121497213,0.36737,-0.62,never-heard-this,Detatch,Hans Zimmer,Interstellar,2014.0,Adventure Drama Sci-Fi,Christopher Nolan
creationmicaleviundertheskinsample1mp3.mp3,0,3.7238225729265793,0.76648,-0.42445,familiar-feeling-not-familiar,Creation,Mica Levi,Under The Skin,2013.0,Drama Horror Mystery,Jonathan Glazer
sparksleoscaraxronmaelrusselmaelsomaywestartannettesample1mp3.mp3,0,3.8957434415080714,0.19052,-0.47250000000000003,never-heard-this,So May We Start,"Sparks, Leos Carax, Ron Mael, Russel Mael, Adam Driver, Marion Cotillard",Annette,2021.0,Drama Musical Romance,Leos Carax
huntingalexisgrapsasphilipkleinpigsample2mp3.mp3,0,3.9431831329713103,0.22352,0.20703,never-heard-this,Hunting,"Alexis Grapsas, Philip Klein",Pig,2021.0,Drama Mystery,Michael Sarnoski
whysoserioushanszimmerthedarkknightsample2mp3.mp3,0,4.16270864167473,0.26802,0.1675,never-heard-this,Why so serious?,Hans Zimmer,The Dark Knight,2008.0,Action Crime Drama,Christopher Nolan
huntingalexisgrapsasphilipkleinpigsample1mp3.mp3,0,4.175940978431773,0.1045,0.014,never-heard-this,Hunting,"Alexis Grapsas, Philip Klein",Pig,2021.0,Drama Mystery,Michael Sarnoski
caravandukeellingtonjuantizoljohnwassonwhiplashsample1mp3.mp3,0,5.175195137202085,0.398075,-0.50789,definitely-familiar,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle
souleimansthemefatimaalqadiriatlanticssample2mp3.mp3,0,6.148983279265278,0.178655,0.068885,never-heard-this,Souleiman's Theme,Fatima Al Qadiri,Atlantics,2019.0,Drama Fantasy Mystery,Mati Diop
albertoiglesiasclaquetafinalpainandglorysample1mp3.mp3,0,6.552619822916082,0.36199,0.7325,familiar-feeling-not-familiar,Claqueta final,Alberto Iglesias,Pain and Glory,2019.0,Drama,Pedro Almodóvar
instoristifandstrongethegreenknightdanielhartsample1mp3.mp3,0,15.425232582721437,0.66481,-0.73019,not-sure,In Stori Stif and Stronge,Daniel Hart,The Green Knight,2021.0,Adventure Drama Fantasy,David Lowery
societyeddievedderintothewildsample1mp3.mp3,1,1.128043032173149,0.03094,0.1825,never-heard-this,Society,Eddie Vedder,Into the Wild,2007.0,Adventure Biography Drama,Sean Penn
ronmeetsfbiagentterenceblanchardblackkklansmansample1mp3.mp3,1,1.1609159801087454,0.0,0.0,never-heard-this,Ron Meets FBI Agent,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee
itllallbeoverthesupremejubileesmoonlightsample1mp3.mp3,1,1.4231665927457307,0.27656,0.70525,never-heard-this,It'll All Be Over,The Supreme Jubilees,Moonlight,2016.0,Drama,Barry Jenkins
judasandtheblackmessiahtheinflatedtearthecartheclubmarkishamsample2mp3.mp3,1,1.4926675526279436,-0.5941700000000001,0.17437,never-heard-this,"The Inflated Tear - The Car, the Club",Mark Isham,Judas and the Black Messiah,2021.0,Biography Drama History,Shaka King
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample1mp3.mp3,1,1.5320380563516398,0.55297,0.0643,never-heard-this,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh
theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3,1,1.6599013155651592,0.09135,-0.7275,never-heard-this,Theme For The Irishman,Robbie Robertson,The Irishman,2019.0,Biography Crime Drama,Martin Scorsese
itllallbeoverthesupremejubileesmoonlightsample2mp3.mp3,1,1.6973098473972767,-0.74047,0.20492,familiar-feeling-not-familiar,It'll All Be Over,The Supreme Jubilees,Moonlight,2016.0,Drama,Barry Jenkins
nighthawkmateusalvestomazalvessouzabacurausample1mp3.mp3,1,1.7070208655510348,-0.053329999999999995,-0.38464,familiar,Nighthawk,"Mateus Alves, Tomaz Alves Souza",Bacurau,2019.0,Action Adventure Drama,"Juliano Dornelles , Kleber Mendonça Filho"
icouldshowyouifyoudlikehanszimmerrushsample1mp3.mp3,1,1.7214431160200474,0.32499999999999996,0.2275,never-heard-this,I Could Show You Off If You'd Like,Hans Zimmer,Rush,2013.0,Action Biography Drama,Ron Howard
upisdownhanszimmerpiratesofthecaribbeanatworldsendsample2mp3.mp3,1,1.7216373788043837,0.3625,0.02602,never-heard-this,Up Is Down,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski
ladybirdjonbrionladybirdsample2mp3.mp3,1,1.7868904367246299,-0.36727,0.45039,familiar-feeling-not-familiar,Lady Bird,Jon Brion,Lady Bird,2017.0,Comedy Drama,Greta Gerwig
bladerunnerhanszimmerbenjaminwallfischbladerunner2049sample2mp3.mp3,1,1.8007903000987058,0.20974,-0.09047,never-heard-this,Blade Runner,"Benjamin Wallfisch, Hans Zimmer",Blade Runner 2049,2017.0,Action Drama Mystery,Denis Villeneuve
singaporehanszimmerpiratesofthecaribbeanatworldsendsample2mp3.mp3,1,1.8251104965726772,0.58949,0.29578,familiar-feeling-not-familiar,Singapore,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski
nirvanasomethinginthewaythebatmansample1mp3.mp3,1,1.826023454814638,0.04424,-0.0005,never-heard-this,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves
nathanjohnsonthemefromglassonionglassonionsample2mp3.mp3,1,1.869059849398297,0.45031,0.07731,familiar,Theme from Glass Onion,Nathan Johnson,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson
kevinbeaknmichaelgiacchinoupsample2mp3.mp3,1,1.8763757126628988,0.29464,0.70188,familiar,Kevin Beak'n,Michael Giacchino,Up,2009.0,Animation Adventure Comedy,"Pete Docter, Bob Peterson"
vehicularjeffslaughterleobirenbergbottomssample2mp3.mp3,1,1.8993194805514384,0.46364500000000003,0.007550000000000001,never-heard-this,Vehicular Jeff-Slaughter,Leo Birenberg,Bottoms,2023.0,Comedy,Emma Seligman
theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3,1,1.9071018806976192,-0.35801,-0.37,familiar-feeling-not-familiar,Theme For The Irishman,Robbie Robertson,The Irishman,2019.0,Biography Crime Drama,Martin Scorsese
intothewildtimekeepermichaelbrooksample1mp3.mp3,1,1.9422444901068634,0.410285,-0.08316000000000001,familiar-feeling-not-familiar,Timekeeper,Michael Brook,Into the Wild,2007.0,Adventure Biography Drama,Sean Penn
dickonhinchliffeoctopusthelostdaughtersample2mp3.mp3,1,1.9439378120169768,-0.38703,0.3418,familiar-feeling-not-familiar,Octopus,Dickon Hinchliffe,The Lost Daughter,2021.0,Drama,Maggie Gyllenhaal
tenetredroomblueroomludwiggoranssonsample1mp3.mp3,1,1.9680557338999516,0.19199,-0.45921999999999996,never-heard-this,RED ROOM BLUE ROOM,Ludwig Göransson,Tenet,2020.0,Action Sci-Fi Thriller,Christopher Nolan
lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3,1,1.9770874567372905,0.28898,-0.5375,never-heard-this,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
